company,title,location,pay,workTime,recently,howpay
재우해양수산,[남회실장 모집]월360만원(급여협의후결정)/11시~23시,중랑구 망우동,3600000,11:00~23:00,06/02,월급
로젠택배 동강남점(주),택배 로젠택배 동강남점 에서 집하 및 배송직 모집,강남구 역삼동,4000000,08:00~18:00,06/02,월급
창동포크,[창동포크] 홀서빙  남자 직원 구합니다.,도봉구 창동,9500,18:00~22:00(로테이션),06/02,시급
주식회사에스앤피로지스,운전만 하시면 월400이상 드립니다.,강동구 전체,4500000,07:00~18:00,06/02,월급
GS프레쉬,GS프레쉬식자재배송기사모집합니다,강북구 전체,2850000,09:00~06:00,06/02,월급
CU/GS25/미니스톱/세븐일레븐,[급여450만이상] 5시간근무/편의점 납품 기사 채용/초보가능,동대문구 전체,3400000,05:00~10:00(로테이션),06/02,월급
오뚜기,오뚜기 각 센터별 납품기사님 모집(초보가능/단순납품/영업X,도봉구 전체,4500000,08:00~18:00,06/02,월급
CU/GS25/미니스톱/세븐일레븐,[급여450만이상] 5시간근무/편의점 납품 기사 채용/초보가능,송파구 전체,3400000,05:00~10:00(로테이션),06/02,월급
소망취업,부천 꽈배기공장 60미만 남자/ 인천 왕길역 소방배관회사 출,구로구 전체,2100000,09:00~21:00,06/04,월급
강남명품주유소,"강남명품주유소원 모집/192만원/퇴직금,연차지급",강남구 역삼동,2500000,08:30~18:00,05/31,월급
한양상사,루마 버텍스  봉천에서 썬팅 경력자 구합니다,관악구 봉천동,30000000,시간협의,06/04,연봉
다함 시스템,【 다함시스템 】경호원 채용공고,서울 전체,2000000,09:00~18:00(로테이션),06/02,월급
성산푸줏간,[초보가/기술자월300만이상] 정육점 매장관리직원구함 [배우,마포구 중동,3000000,09:30~21:00,06/02,월급
CU/GS25/미니스톱/세븐일레븐,[급여450만이상] 5시간근무/편의점 납품 기사 채용/초보가능,양천구 전체,3400000,05:00~10:00(로테이션),06/02,월급
CU/GS25/미니스톱/세븐일레븐,[급여450만이상] 5시간근무/편의점 납품 기사 채용/초보가능,강북구 전체,3400000,05:00~10:00(로테이션),06/02,월급
서울대림,배달할 물건을 분류하고 쌓는 일입니다.,영등포구 양평동,10000,07:00~13:00,06/01,시급
CU/GS25/미니스톱/세븐일레븐,[급여450만이상] 5시간근무/편의점 납품 기사 채용/초보가능,노원구 전체,3400000,05:00~10:00(로테이션),06/02,월급
런드리고,[런드리고]새벽배송 비대면 가정집배송업무/월500만이상/초보,관악구 전체,5000000,09:30~03:00,05/31,월급
찌구,홀서빙 남자 알바생 구합니다.,강서구 화곡동,10000,19:00~23:00,06/01,시급
(주)제이케이씨앤피,(주)제이케이씨앤피에서 함께 일하실 물류사원 모집합니다,용산구 한강로2,2000000,09:00~19:00,06/01,월급
한우리 정육점,남판매사원 구함,강서구 염창동,3000000,09:00~21:00,06/01,월급
채연어패럴,배달직원 구함,성동구 홍익동,8590,09:00~19:00,06/01,시급
보승회관,야간 홀직원 구인,서대문구 창천동,2900000,22:00~10:00,06/01,월급
주대국초밥집,"초밥집 주방보조, 주방알바 구인합니다",강북구 미아동,2400000,17:00~22:00,06/01,월급
데카망,성내동 데카망(튀김덮밥집) 성실한 직원 구합니다,강동구 성내동,2400000,10:00~21:00,06/01,월급
바로인테리어,"경량철골 수장공사,칸막이 및 각종천장시공 초보/기공/준기공",강북구 전체,110000,07:30~04:40,06/01,일급
(주)안동씨푸드,수산코너 남직원 구함,송파구 마천동,35000000,09:00~19:00,06/01,연봉
바른로지스,대형병원 식기배송 기사모집 / 월370이상~ / 리프트탑차,용산구 전체,3700000,08:00~14:30,06/01,월급
지코바 양념치킨,봉천배달직원 / 식대포함 290 주1회휴무,관악구 봉천동,2900000,12:30~24:30,06/01,월급
육전면사무소 마곡점,[급구] 주방보조 직원 모집,강서구 마곡동,2800000,10:30~22:30,06/01,월급
헤링턴타워/자비스inc,보안요원. 신임경비교육이수자. 초보가능-당산역 헤링턴타워,영등포구 당산동,2613000,09:00~09:00,06/01,월급
굿정보,"급구/천안.아산,칸막이.초보11만원.잔업165000원/4대포함/필",동대문구 휘경동,4000000,07:00~17:00,06/01,월급
아크로리버파크,신반포-보안요원 주주야야휴휴 월233만원-아크로리버파크,서초구 반포동,2330000,08:30~19:00(로테이션),06/01,월급
금화소방기술단,소방점검업무 하실 인재를 모집합니다,송파구 문정동,21000000,09:00~18:00,06/01,연봉
GOUTTE COFFEE,GOUTTE COFFEE 함께성장할 바리스타를 채용합니다.,금천구 가산동,8590,08:00~14:00,06/01,시급
잉크비젼,프린터 관리및 서비스 정직원구합니다,서울 전체,23000000,08:30~18:00,06/01,연봉
더존개발,시스템 동바리 가불가능 신불 日13만~친구랑 동반가능  숙식,구로구 전체,3500000,07:30~17:30,06/01,월급
튀지 1985 서울대입구점,"튀김족발 프랜차이즈 주방,홀 알바 구합니다(19시~01시)",관악구 봉천동,8600,19:00~01:00,06/01,시급
호시라멘,"사당,이수,방배 호시라멘 저녁 알바 구합니다",서초구 방배동,10308,16:00~21:00,06/01,시급
(주)티에이치씨로지스앤시스템,[서울우유 배송]대리점 야간배송/월 550만이상/초보가능/ 3.,송파구 전체,70000000,24:00~09:00,06/03,연봉
로젠택배 동강남점(주),택배 로젠택배 동강남점 에서 집하 및 배송직 모집,강남구 역삼동,4000000,08:00~18:00,06/01,월급
(주)한교방,[급여270만원] 강남 구청역 냉면집 주6일 10시~22시~주방 구,강남구 전체,2700000,10:00~22:00,06/01,월급
성호시스템/시스템동바리,시스템동바리 건설현장 일당제 아르바이트 초보환영 숙식제공,관악구 전체,170000,07:00~17:00,06/01,일급
선우LGS,경량칸막이 및 천정 인테리어 직원모집,서울 전체,8590,시간협의,06/03,시급
메가 로지스,"대기업 의약품[주5일,공휴일휴무/450만원완제급]장안동~광진",광진구 전체,4500000,시간협의,06/03,월급
제일설비,"건축설비,배관설비,위생설비,신축설비  정직원 모집합니다,",서울 전체,2500000,07:00~17:00,06/03,월급
서원종합물류,[[런드리고]] 가정집세탁물 새벽배송 단순6시간 기본급280만,강서구 등촌동,2800000,시간협의,06/03,월급
메가로지스,"주5일근무,공휴일휴무,450만원완제급[대기업 의약품]장안동~",동대문구 전체,4500000,시간협의,06/03,월급
이마트 이마트몰,[이마트새벽배송] 바로가능 월500만이상 집앞 배송 교포/투잡,관악구 봉천동,3500000,01:00~10:00,06/03,월급
(주)엘투엘글로벌,(월요일 단기/급구) 월요일 오후 화장품 택배포장 업무,금천구 가산동,8590,13:00~18:00,05/31,시급
니뽕내뽕(홍대점),니뽕내뽕 홍대 점에서 주방 직원을 구합니다 (초보가능),마포구 동교동,2200000,10:00~22:00,05/31,월급
명진맨파워에이전시,화요딱하루_당일지급_코로나최후의청정현장_업계최고시설최고,동대문구 전체,150295,18:30~04:30,05/31,일급
대성퍼니처,(일급당일지급)사무집기운반아르바이트 6월2일(화요일)국회의,영등포구 전체,75000,09:00~18:00,05/30,일급
피자헛보라매점,피자헛 보라매점 주방 구인,동작구 대방동,8590,13:00~22:00,05/31,시급
아이엠티호텔,길동 아이엠티에서 직원채용합니다.,서울 전체,2900000,11:00~11:00,05/31,월급
토속한방삼계탕,(월급270만원) 길동사거리 길동역 (매니저겸)주방보조 구함,강동구 둔촌동,2700000,10:00~22:00,05/31,월급
은아건설인력,[노가다마인드]+일당13만현장+목돈벌자+장기근무가능+동반가,마포구 성산동,130000,07:00~17:30,05/31,일급
GS25/CU/7eleven/E마트,[납품/배송]가정의달/안정적인 직업/고정급여/초보&중장년지,금천구 전체,5000000,05:00~11:00,05/31,월급
바른로지스,의약품 배송기사채용 / 450이상 / 주간배송,중구 전체,4000000,06:00~16:00,05/31,월급
김포경동택배,"[ 단순분류,강서구에서20분 / 일당 - 당일지급 ]",양천구 신월동,115526,19:30~06:00,05/31,일급
에스코트컨설팅,[주급가능/초보OK]월350이상/건설현장/노가다/즉시출근/동반,강북구 미아동,3500000,07:00~18:00,06/02,월급
(주)한반도,"건설인력/철거,기공,조공/곰방 하실분 (경력자만) 일당바로지",도봉구 전체,150000,시간협의,06/02,일급
운수법인 ㈜서강화물,"운수법인 ㈜서강화물/ LS산전,LG이노텍 5톤윙바디 공산품운송",성북구 전체,72000000,시간협의,06/02,연봉
칼없는정육점,정육직원모집,강남구 수서동,3000000,시간협의,06/02,월급
성수금속,"금속인테리어 시공및제작 조공,준기공,기공 구함",성동구 성수동,8590,시간협의,06/02,일급
나무가설,[ 상세내용 읽어보시고 연락주세요~ ] 현장직 / 초보자 일급,도봉구 전체,120000,07:00~16:30,06/02,일급
CU / GS25 / 7ELEVEN,[급여450이상]5시간근무/편의점납품직/간편코스/ 초보가능/평,동작구 전체,4500000,05:00~10:00,05/31,월급
CU / GS25 / 7ELEVEN,[급여450이상]5시간근무/편의점납품직/간편코스/ 초보가능/평,강동구 전체,4500000,05:00~10:00,05/31,월급
델리팰리스(Delhi Palace),델리팰리스 발산점에서 함께하실 주방보조 아르바이트 모집합,강서구 전체,10000,11:30~14:30,05/30,시급
굽네치킨,알바  구합니다,송파구 방이2동,10000,18:00~24:00,05/30,시급
(주)월드스포츠가인볼링센터,볼링장.락볼링장 아르바이트 모집,서울 전체,8590,18:00~24:00,05/30,시급
예성공조시스템,신입및 경력사원우대모집 .시스템에어컨 판매및 설치전문점.,구로구 전체,2700000,08:30~17:00,05/30,월급
복이네,냉동삼겹전문 복이네 에서 함께 할 가족을 찾습니다,서울 전체,9000,17:00~23:00,05/30,시급
원조골뱅이,홀서빙 알바구함,영등포구 당산동,10000,19:00~24:00,05/30,시급
주식회사 에이치운수,"대기업 미니스톱편의점 배송기사님을 모십니다 유류비,통행료",중랑구 면목동,3500000,06:00~14:00,05/30,월급
주식회사 에이치운수,"대기업 미니스톱편의점 배송기사님을 모십니다 유류비,통행료",노원구 상계동,3500000,06:00~14:00,05/30,월급
주식회사 에이치운수,"대기업 미니스톱편의점 배송기사님을 모십니다 유류비,통행료",도봉구 창동,3500000,06:00~14:00,05/30,월급
GS프레시 송파물류센터,GS프레시/식자재배송/월350만이상/초보자가능/기본급지급/고,송파구 문정동,3500000,시간협의,06/01,월급
천사취업정보,"야간 환경미화 작업원/운전원(5톤) 모집/내국인,영주권,국적",중구 전체,3060000,시간협의,06/01,월급
운수법인 ㈜서강화물,주5일근무) 군포공장/구미공장 ㈜LG- 5톤윙바디 지입차주모집,양천구 전체,72000000,시간협의,06/01,연봉
CA마트,월270~350만원 남배달 남야채 직원모집,마포구 공덕동,2700000,시간협의,06/01,월급
현건하우징,함게일하실분[인테리어/철거 미장 설비 조적/주방철거팀 하실,노원구 전체,8590,시간협의,06/01,시급
동해환경산업,"[물탱크청소,방역소독]일용직 단기알바 구함 동대문구,중랑구",동대문구 휘경동,145000,시간협의,06/01,일급
대한시스템,일15만~ 건설현장 시스템동바리 일15~18만 잔업많음 친구동반,광진구 자양동,150000,07:00~17:00,05/30,일급
화진금속,[일급13만원]창호 시공 (초보/경력자)직원 모집[화진금속]업,은평구 갈현동,130000,07:00~17:00,05/30,일급
하프마트,생활용품DC매장 판매관리257만,광진구 중곡동,2570000,10:00~21:30,05/30,월급
